transaction_id,account_id,transaction_date,amount_inr,transaction_type,channel,counterparty_country,risk_tag,zscore,zscore_flag,iqr_flag,suspicious
TXN1078317,ACC106682,2025-10-07,67483.55,Debit,RTGS,AE,high_risk,0.5631072306957203,False,True,True
TXN1062631,ACC111877,2025-05-06,67406.19,Debit,NEFT,IN,high_risk,1.9050038832930392,False,True,True
TXN1087618,ACC111983,2025-08-16,67298.44,Debit,IMPS,IN,high_risk,1.3931732008335087,False,True,True
TXN1163165,ACC106425,2025-03-31,67191.47,Debit,IMPS,IN,high_risk,1.3049768727972055,False,True,True
TXN1173903,ACC117858,2025-03-15,67158.93,Credit,RTGS,IN,high_risk,0.7605562743760803,False,True,True
TXN1024105,ACC117231,2025-06-25,67127.94,Credit,UPI,IN,watchlist,2.319631859029703,False,True,True
TXN1251931,ACC110632,2025-07-14,67115.58,Credit,UPI,IN,high_risk,1.6849171985093014,False,True,True
TXN1230654,ACC117752,2025-10-27,67109.98,Credit,IMPS,IN,watchlist,1.6319140726881398,False,True,True
TXN1112151,ACC111155,2025-10-05,67012.54,Credit,UPI,IN,high_risk,0.8782074204772667,False,True,True
TXN1057206,ACC115843,2025-10-23,66977.2,Credit,NEFT,IN,normal,0.9290996451870263,False,True,True
TXN1053644,ACC115357,2025-08-10,66933.15,Debit,NEFT,IN,high_risk,1.769320925470117,False,True,True
TXN1231305,ACC117267,2025-10-13,66809.3,Debit,IMPS,IN,high_risk,2.6730740086226477,False,True,True
TXN1139526,ACC107683,2025-03-29,66683.08,Debit,UPI,IN,watchlist,2.108538947298333,False,True,True
TXN1240282,ACC117442,2025-09-06,66677.07,Debit,RTGS,IN,high_risk,1.6125836896471437,False,True,True
TXN1035109,ACC112006,2025-07-03,66636.4,Credit,UPI,SG,high_risk,0.9915561793796801,False,True,True
TXN1242455,ACC112994,2025-08-13,66617.24,Debit,NEFT,IN,watchlist,2.9954098348054767,False,True,True
TXN1232926,ACC108488,2025-02-03,66582.88,Debit,NEFT,IN,high_risk,0.6778856999094021,False,True,True
TXN1183547,ACC104294,2025-08-18,66503.33,Credit,Cash Deposit,IN,watchlist,1.7940030584065922,False,True,True
TXN1238879,ACC101851,2025-06-09,66502.0,Credit,UPI,IN,watchlist,1.1175504004444101,False,True,True
TXN1129063,ACC106655,2025-09-13,66493.31,Debit,RTGS,IN,watchlist,1.4154146972300172,False,True,True
TXN1034357,ACC101402,2025-07-27,66448.56,Debit,IMPS,IN,watchlist,1.9865380788619222,False,True,True
TXN1152001,ACC108381,2025-10-18,66445.18,Debit,NEFT,IN,high_risk,0.6925555511893116,False,True,True
TXN1048645,ACC112994,2025-07-08,66407.68,Debit,IMPS,IN,watchlist,2.9837991609238945,False,True,True
TXN1081677,ACC111983,2025-08-24,66372.75,Debit,IMPS,IN,high_risk,1.359441112157957,False,True,True
TXN1251621,ACC105514,2025-04-08,66305.7,Credit,NEFT,IN,watchlist,2.2771434735454297,False,True,True
TXN1073122,ACC109698,2025-04-07,66191.13,Credit,UPI,IN,watchlist,2.547871292539479,False,True,True
TXN1198682,ACC111927,2025-08-05,66117.96,Debit,UPI,IN,high_risk,1.8215834553960968,False,True,True
TXN1200392,ACC117243,2025-03-19,66087.44,Debit,NEFT,SG,watchlist,1.2363930871157047,False,True,True
TXN1072387,ACC100489,2025-12-08,66072.71,Debit,UPI,IN,high_risk,0.8233329408984956,False,True,True
TXN1169533,ACC117002,2025-05-02,66029.13,Debit,IMPS,IN,watchlist,1.7723458995367452,False,True,True
TXN1220097,ACC112532,2025-09-12,65894.69,Credit,IMPS,IN,high_risk,1.149418208675666,False,True,True
TXN1228735,ACC101132,2025-11-23,65885.75,Credit,Cash Deposit,GB,watchlist,2.4881361970251143,False,True,True
TXN1103116,ACC117848,2025-07-01,65868.04,Credit,Cash Deposit,IN,high_risk,1.5571764367572847,False,True,True
TXN1191384,ACC100436,2025-09-20,65848.25,Debit,Wire Transfer,IN,watchlist,2.362709458236427,False,True,True
TXN1218033,ACC100209,2025-07-03,65511.45,Credit,UPI,IN,normal,2.2278647154741225,False,True,True
TXN1216957,ACC115843,2025-06-17,65505.78,Debit,IMPS,IN,normal,0.8155975866400458,False,True,True
TXN1008010,ACC105910,2025-12-10,65450.84,Credit,Cash Deposit,HK,high_risk,0.630825158333621,False,True,True
TXN1008881,ACC111877,2025-12-03,65449.44,Debit,NEFT,IN,high_risk,1.8295152383042943,False,True,True
TXN1172548,ACC107653,2025-10-06,65368.73,Credit,NEFT,IN,high_risk,1.6819276076659408,False,True,True
TXN1072721,ACC110421,2025-06-01,65368.01,Credit,Cheque,IN,high_risk,1.3254765711492391,False,True,True
TXN1049424,ACC106509,2025-09-20,65362.74,Credit,RTGS,SG,high_risk,0.7043127367965356,False,True,True
TXN1034836,ACC100408,2025-09-08,65327.03,Debit,UPI,SG,high_risk,0.5297397355864469,False,True,True
TXN1108573,ACC103456,2025-04-20,65313.94,Debit,IMPS,IN,watchlist,2.146672320410315,False,True,True
TXN1038093,ACC115010,2025-10-24,65236.98,Debit,UPI,IN,high_risk,1.667579426155321,False,True,True
TXN1126686,ACC110166,2025-10-04,65231.4,Credit,UPI,IN,watchlist,1.2915921815847433,False,True,True
TXN1123753,ACC100662,2025-09-10,65223.43,Debit,RTGS,IN,high_risk,1.6281273372281388,False,True,True
TXN1101753,ACC111346,2025-09-28,65027.13,Credit,IMPS,IN,high_risk,1.6976559199208823,False,True,True
TXN1162750,ACC108985,2025-07-08,64867.75,Credit,NEFT,IN,watchlist,1.4932399675565218,False,True,True
TXN1215498,ACC112532,2025-09-25,64601.59,Debit,Cash Deposit,US,high_risk,1.1075596582461897,False,True,True
TXN1208534,ACC102025,2025-07-09,64586.3,Credit,IMPS,IN,high_risk,1.6655469835083738,False,True,True
TXN1122969,ACC116130,2025-03-20,64566.59,Credit,Cash Deposit,IN,high_risk,1.877716345494716,False,True,True
TXN1065147,ACC114443,2025-06-20,64537.37,Credit,NEFT,IN,high_risk,0.43078887776596364,False,True,True
TXN1104824,ACC110421,2025-10-23,64523.85,Debit,IMPS,US,high_risk,1.297415387715532,False,True,True
TXN1218786,ACC111983,2025-12-18,64522.71,Credit,Cheque,IN,high_risk,1.2920257643273465,False,True,True
TXN1030173,ACC113010,2025-08-21,64499.7,Credit,IMPS,IN,watchlist,3.147135476889297,False,True,True
TXN1105463,ACC107114,2025-06-10,64489.46,Debit,UPI,IN,watchlist,2.0902787239070624,False,True,True
TXN1181206,ACC105181,2025-05-31,64395.61,Debit,UPI,IN,high_risk,2.136762380135392,False,True,True
TXN1190320,ACC114160,2025-12-01,64247.62,Debit,UPI,IN,high_risk,0.5564170286316553,False,True,True
TXN1083527,ACC101520,2025-09-05,64199.76,Debit,NEFT,IN,watchlist,1.6278653965756416,False,True,True
TXN1076231,ACC106810,2025-01-21,64186.8,Credit,IMPS,IN,high_risk,0.7806122749798393,False,True,True
TXN1008993,ACC115849,2025-03-19,64171.71,Credit,Cash Deposit,IN,watchlist,0.7235652030311558,False,True,True
TXN1002156,ACC115849,2025-07-21,64165.93,Debit,NEFT,IN,watchlist,0.7233529114204971,False,True,True
TXN1161813,ACC101079,2025-02-08,64132.11,Debit,RTGS,IN,high_risk,0.4141669400795146,False,True,True
TXN1233324,ACC117509,2025-08-25,64117.01,Debit,NEFT,IN,high_risk,1.078451068824718,False,True,True
TXN1001376,ACC114076,2025-12-29,64031.29,Credit,RTGS,GB,high_risk,2.755485976566354,False,True,True
TXN1013800,ACC117091,2025-01-31,64008.55,Debit,NEFT,IN,high_risk,0.5085711350565937,False,True,True
TXN1123738,ACC107114,2025-09-09,63989.44,Debit,NEFT,IN,watchlist,2.0675157177295067,False,True,True
TXN1105837,ACC101783,2025-10-16,63876.43,Debit,IMPS,IN,high_risk,0.6935620615833566,False,True,True
TXN1069609,ACC115357,2025-06-14,63826.62,Debit,IMPS,IN,high_risk,1.6512632277692638,False,True,True
TXN1099538,ACC115186,2025-08-02,63784.6,Credit,UPI,IN,watchlist,1.8435477196468038,False,True,True
TXN1197963,ACC107653,2025-01-14,63699.48,Debit,UPI,IN,high_risk,1.6196858503407348,False,True,True
TXN1179984,ACC110888,2025-03-07,63690.08,Debit,NEFT,US,watchlist,1.8090129912187953,False,True,True
TXN1242620,ACC115547,2025-08-23,63687.57,Debit,NEFT,AE,high_risk,1.5076575137160986,False,True,True
TXN1124893,ACC111346,2025-03-21,63654.69,Credit,IMPS,IN,high_risk,1.6452343679526131,False,True,True
TXN1015015,ACC111004,2025-11-10,63595.01,Credit,IMPS,IN,watchlist,1.8527417742470553,False,True,True
TXN1077903,ACC115547,2025-09-27,63488.04,Debit,IMPS,IN,high_risk,1.500556620370436,False,True,True
TXN1242156,ACC113938,2025-05-15,63444.12,Credit,IMPS,IN,watchlist,2.3236992860719456,False,True,True
TXN1115679,ACC116431,2025-03-10,63413.38,Credit,IMPS,IN,watchlist,3.3676707171017517,False,True,True
TXN1106082,ACC113690,2025-03-28,63381.67,Debit,Wire Transfer,HK,watchlist,1.9185891567514788,False,True,True
TXN1061688,ACC100489,2025-04-21,63299.76,Credit,IMPS,IN,high_risk,0.7519706988379641,False,True,True
TXN1240329,ACC112152,2025-09-25,63145.61,Debit,UPI,IN,watchlist,2.0453722487755064,False,True,True
TXN1117196,ACC106673,2025-12-02,63073.63,Debit,IMPS,IN,high_risk,1.2492139522015349,False,True,True
TXN1090241,ACC113132,2025-08-11,63053.22,Debit,RTGS,IN,high_risk,0.56795515345293,False,True,True
TXN1133682,ACC115843,2025-12-29,63033.66,Credit,Cash Deposit,IN,normal,0.6249037609647381,False,True,True
TXN1203936,ACC106673,2025-04-03,63016.33,Debit,IMPS,IN,high_risk,1.2473457715161238,False,True,True
TXN1080072,ACC110427,2025-04-11,62952.9,Credit,RTGS,GB,high_risk,2.5361194068385386,False,True,True
TXN1040875,ACC115186,2025-11-25,62890.96,Credit,IMPS,IN,watchlist,1.80265475218282,False,True,True
TXN1146403,ACC101368,2025-11-17,62885.41,Credit,NEFT,AE,high_risk,2.140554185242658,False,True,True
TXN1189697,ACC112949,2025-03-27,62858.5,Credit,UPI,SG,high_risk,1.2028590301321624,False,True,True
TXN1077368,ACC113851,2025-07-07,62771.09,Credit,NEFT,IN,high_risk,1.3115030804344894,False,True,True
TXN1071718,ACC117221,2025-04-21,62669.03,Debit,IMPS,IN,watchlist,3.3362420361492595,False,True,True
TXN1229076,ACC108381,2025-07-18,62610.45,Credit,UPI,IN,high_risk,0.5906912187595691,False,True,True
TXN1119082,ACC117002,2025-03-01,62585.11,Debit,RTGS,IN,watchlist,1.622898603443849,False,True,True
TXN1249601,ACC112960,2025-03-11,62397.63,Debit,IMPS,GB,watchlist,2.1759367096246507,False,True,True
TXN1214671,ACC117314,2025-05-11,62249.01,Debit,UPI,IN,watchlist,2.3981334879828498,False,True,True
TXN1018975,ACC112604,2025-03-01,62124.96,Debit,IMPS,IN,high_risk,0.8529638855791062,False,True,True
TXN1153332,ACC102323,2025-06-12,62107.19,Debit,IMPS,IN,watchlist,1.8791609834245222,False,True,True
TXN1208235,ACC107778,2025-05-01,61926.55,Credit,IMPS,IN,high_risk,1.5220966832586817,False,True,True
TXN1112934,ACC101301,2025-07-03,61865.19,Credit,UPI,IN,watchlist,3.021422194825637,False,True,True
TXN1183224,ACC102950,2025-05-02,61860.62,Credit,IMPS,IN,watchlist,2.0978501024268703,False,True,True
TXN1058583,ACC114077,2025-06-07,61834.7,Credit,IMPS,IN,high_risk,0.7619651046012926,False,True,True
TXN1182521,ACC104127,2025-07-29,61793.34,Debit,UPI,IN,watchlist,1.4670437341785159,False,True,True
TXN1220549,ACC104260,2025-04-15,61712.1,Debit,UPI,IN,watchlist,2.492546373292724,False,True,True
TXN1048356,ACC112949,2025-02-23,61652.62,Credit,NEFT,IN,high_risk,1.1655527470862153,False,True,True
TXN1009902,ACC101448,2025-08-03,61619.14,Debit,Cash Deposit,IN,watchlist,2.1025174190107485,False,True,True
TXN1155967,ACC107778,2025-08-22,61564.29,Credit,IMPS,IN,high_risk,1.5078270133125833,False,True,True
TXN1002522,ACC107983,2025-02-14,61548.21,Debit,IMPS,IN,watchlist,1.1002369625353698,False,True,True
TXN1110655,ACC104130,2025-06-25,61504.27,Debit,UPI,US,high_risk,2.085846091445525,False,True,True
TXN1031826,ACC112532,2025-01-28,61491.0,Debit,IMPS,GB,high_risk,1.0068676867200719,False,True,True
TXN1152154,ACC117540,2025-09-28,61482.42,Debit,IMPS,IN,high_risk,0.35663521757104133,False,True,True
TXN1107197,ACC117123,2025-11-21,61466.81,Debit,RTGS,IN,high_risk,0.9259250337230696,False,True,True
TXN1210238,ACC102025,2025-08-13,61451.19,Credit,IMPS,IN,high_risk,1.5485292798980301,False,True,True
TXN1136002,ACC101508,2025-03-31,61431.85,Debit,IMPS,IN,high_risk,1.734403102613968,False,True,True
TXN1119588,ACC102278,2025-06-15,61334.86,Credit,IMPS,IN,high_risk,0.22098624505221803,False,True,True
TXN1041661,ACC100436,2025-07-12,61299.29,Credit,NEFT,IN,watchlist,2.1373635268530924,False,True,True
TXN1012460,ACC111647,2025-06-02,61281.28,Credit,NEFT,IN,high_risk,1.6798622831071284,False,True,True
TXN1115741,ACC115391,2025-09-20,61236.18,Credit,Wire Transfer,IN,high_risk,0.35640991084414014,False,True,True
TXN1145352,ACC112317,2025-08-09,61204.13,Debit,UPI,IN,high_risk,0.31463219149051097,False,True,True
TXN1210831,ACC102950,2025-04-07,61076.45,Debit,IMPS,IN,watchlist,2.059831511244869,False,True,True
TXN1113281,ACC104294,2025-09-16,61048.33,Credit,Wire Transfer,CH,watchlist,1.563876591053423,False,True,True
TXN1207460,ACC117848,2025-09-15,61028.21,Credit,IMPS,IN,high_risk,1.3931597045105006,False,True,True
TXN1038676,ACC101783,2025-01-26,61025.28,Debit,IMPS,IN,high_risk,0.6138086355564935,False,True,True
TXN1111354,ACC105776,2025-11-13,61011.67,Credit,UPI,IN,high_risk,1.8506969866398781,False,True,True
TXN1063314,ACC114560,2025-03-29,60912.37,Credit,IMPS,CH,watchlist,1.5612246092367354,False,True,True
TXN1249189,ACC102105,2025-11-16,60909.8,Debit,Cheque,IN,watchlist,1.3294816133067653,False,True,True
TXN1099310,ACC115664,2025-09-25,60870.23,Credit,UPI,HK,high_risk,0.764366013795502,False,True,True
TXN1138077,ACC100813,2025-05-25,60742.52,Debit,IMPS,IN,high_risk,1.5981363449172676,False,True,True
TXN1205596,ACC113262,2025-04-19,60626.36,Debit,Cheque,IN,high_risk,1.8675845537613538,False,True,True
TXN1186747,ACC113132,2025-07-25,60608.7,Debit,NEFT,IN,high_risk,0.5116209333304088,False,True,True
TXN1051761,ACC112066,2025-11-26,60607.2,Credit,Cash Deposit,IN,high_risk,1.5928256291550047,False,True,True
TXN1235399,ACC108304,2025-05-21,60591.07,Debit,UPI,IN,high_risk,0.3578122435601001,False,True,True
TXN1196279,ACC103020,2025-11-24,60579.3,Credit,UPI,IN,high_risk,0.23622316260033088,False,True,True
TXN1220624,ACC112705,2025-02-03,60561.19,Debit,Cheque,IN,watchlist,1.9135727040714474,False,True,True
TXN1189055,ACC112208,2025-07-02,60534.51,Debit,IMPS,IN,high_risk,-0.10164378792057273,False,True,True
TXN1232369,ACC111915,2025-05-31,60489.05,Debit,Wire Transfer,IN,high_risk,0.6719421158195941,False,True,True
TXN1147173,ACC107653,2025-04-26,60488.73,Debit,IMPS,IN,high_risk,1.4999657830458981,False,True,True
TXN1022865,ACC110287,2025-05-11,60464.46,Credit,UPI,IN,high_risk,1.4540855774997408,False,True,True
TXN1184440,ACC102895,2025-05-20,60378.46,Credit,UPI,IN,normal,1.3859865353099614,False,True,True
TXN1124780,ACC103933,2025-01-06,60374.88,Credit,RTGS,IN,high_risk,0.6191657094496205,False,True,True
TXN1014523,ACC117752,2025-04-01,60345.54,Credit,IMPS,IN,watchlist,1.3696085740069073,False,True,True
TXN1191814,ACC102468,2025-02-06,60325.23,Credit,NEFT,IN,high_risk,0.3072828511520594,False,True,True
TXN1014737,ACC112324,2025-07-28,60226.85,Debit,Cash Deposit,IN,watchlist,2.215632179099124,False,True,True
TXN1032243,ACC104127,2025-09-07,60201.61,Credit,IMPS,IN,watchlist,1.4074080496445758,False,True,True
TXN1041486,ACC104260,2025-11-04,60167.23,Credit,Cheque,IN,watchlist,2.413615321111269,False,True,True
TXN1143575,ACC102681,2025-09-02,60131.12,Credit,NEFT,IN,high_risk,1.6823672369821914,False,True,True
TXN1104274,ACC105426,2025-06-29,60108.48,Credit,NEFT,IN,high_risk,0.6960320915855155,False,True,True
TXN1154561,ACC111915,2025-12-28,60102.42,Debit,NEFT,IN,high_risk,0.6615913271476976,False,True,True
TXN1008571,ACC114727,2025-09-14,60094.56,Credit,IMPS,IN,high_risk,0.9732453779897902,False,True,True
TXN1156282,ACC105514,2025-05-03,60001.44,Debit,UPI,GB,watchlist,1.9837490706854601,False,True,True
TXN1072934,ACC116686,2025-02-04,59866.38,Debit,Wire Transfer,IN,high_risk,1.8012021242634066,False,True,True
TXN1003424,ACC108737,2025-12-01,59751.19,Credit,IMPS,IN,high_risk,1.3322748930006663,False,True,True
TXN1251863,ACC103514,2025-05-05,59726.11,Credit,IMPS,IN,high_risk,0.47240875203780014,False,True,True
TXN1221333,ACC100864,2025-07-27,59640.52,Debit,Cash Deposit,IN,high_risk,1.7462083231714876,False,True,True
TXN1142621,ACC100864,2025-05-15,59565.11,Debit,NEFT,HK,high_risk,1.7429897947177948,False,True,True
TXN1045824,ACC101507,2025-07-07,59514.11,Debit,UPI,IN,watchlist,1.9005958014090911,False,True,True
TXN1186098,ACC101072,2025-07-03,59442.19,Debit,NEFT,IN,high_risk,1.3238885005374015,False,True,True
TXN1040795,ACC101132,2025-01-26,59411.43,Debit,UPI,AE,watchlist,2.1577456346958086,False,True,True
TXN1072506,ACC115843,2025-02-08,59385.21,Debit,IMPS,IN,normal,0.34347046149502036,False,True,True
TXN1209715,ACC109209,2025-02-19,59383.56,Debit,IMPS,IN,high_risk,0.38117224508512304,False,True,True
TXN1103243,ACC114160,2025-04-29,59378.73,Credit,UPI,IN,high_risk,0.45610532688996724,False,True,True
TXN1234599,ACC110205,2025-03-09,59321.35,Debit,NEFT,IN,watchlist,1.782623761635762,False,True,True
TXN1191454,ACC104978,2025-12-12,59274.9,Credit,IMPS,IN,high_risk,1.5483939400103803,False,True,True
TXN1135028,ACC116904,2025-11-19,59235.68,Debit,UPI,IN,high_risk,2.25603466267506,False,True,True
TXN1084865,ACC101783,2025-10-26,59197.93,Credit,RTGS,SG,high_risk,0.5626933231210943,False,True,True
TXN1077314,ACC101402,2025-01-02,59193.71,Debit,RTGS,AE,watchlist,1.6667246962152615,False,True,True
TXN1080001,ACC112317,2025-04-12,59192.98,Credit,NEFT,IN,high_risk,0.2671684169428008,False,True,True
TXN1222930,ACC107075,2025-02-06,59146.9,Debit,IMPS,IN,high_risk,0.37858132074182543,False,True,True
TXN1186906,ACC108890,2025-03-30,59110.07,Debit,Cash Deposit,US,high_risk,1.266410041408953,False,True,True
TXN1143629,ACC109757,2025-10-15,59097.39,Credit,IMPS,IN,high_risk,1.7290915005055545,False,True,True
TXN1017916,ACC117091,2025-07-27,59042.98,Credit,NEFT,IN,high_risk,0.36986085627868354,False,True,True
TXN1063586,ACC106008,2025-07-22,58989.74,Debit,IMPS,IN,watchlist,2.103123543318947,False,True,True
TXN1098512,ACC103456,2025-07-15,58975.46,Credit,UPI,IN,watchlist,1.8652057063764609,False,True,True
TXN1176033,ACC114268,2025-08-18,58856.15,Credit,IMPS,IN,high_risk,0.582908709399987,False,True,True
TXN1199487,ACC101157,2025-09-22,58777.91,Debit,IMPS,IN,watchlist,0.5558753915582854,False,True,True
TXN1023582,ACC117809,2025-02-01,58705.15,Debit,Cash Deposit,IN,high_risk,1.3783817295536107,False,True,True
TXN1230008,ACC115843,2025-10-07,58667.77,Credit,UPI,IN,normal,0.28812873929201505,False,True,True
TXN1137587,ACC113718,2025-11-06,58665.19,Debit,IMPS,IN,high_risk,0.40210494893630155,False,True,True
TXN1025557,ACC115843,2025-03-26,58621.43,Credit,IMPS,IN,normal,0.2845541749982943,False,True,True
TXN1193720,ACC117050,2025-05-14,58608.56,Debit,Cash Deposit,IN,high_risk,2.5276031924815427,False,True,True
TXN1164958,ACC100838,2025-09-17,58527.68,Debit,UPI,AE,watchlist,2.594882183429323,False,True,True
TXN1010250,ACC102323,2025-09-02,58527.03,Credit,UPI,IN,watchlist,1.71050922612059,False,True,True
TXN1084660,ACC117154,2025-03-20,58443.54,Credit,IMPS,IN,watchlist,1.851896391080461,False,True,True
TXN1071813,ACC114160,2025-03-17,58322.19,Debit,UPI,IN,high_risk,0.4343378757135876,False,True,True
TXN1237786,ACC115705,2025-09-08,58245.51,Debit,IMPS,IN,watchlist,1.706691541026769,False,True,True
TXN1033777,ACC104978,2025-09-17,58220.58,Credit,RTGS,IN,high_risk,1.5072676087423613,False,True,True
TXN1115719,ACC102908,2025-08-10,58106.35,Credit,IMPS,IN,high_risk,2.8426427975411643,False,True,True
TXN1170592,ACC101851,2025-05-22,58032.78,Debit,NEFT,SG,watchlist,0.8589507367072572,False,True,True
TXN1226225,ACC101508,2025-01-24,57952.83,Debit,UPI,HK,high_risk,1.6000107006765916,False,True,True
TXN1127199,ACC106533,2025-01-15,57780.67,Debit,IMPS,IN,watchlist,2.987746897707427,False,True,True
TXN1150772,ACC117267,2025-04-25,57743.04,Debit,NEFT,IN,high_risk,2.228251967805201,False,True,True
TXN1101020,ACC103514,2025-02-03,57735.5,Credit,IMPS,IN,high_risk,0.4227967461420114,False,True,True
TXN1058463,ACC117809,2025-05-23,57687.27,Debit,IMPS,IN,high_risk,1.3435866539475443,False,True,True
TXN1131207,ACC115843,2025-10-26,57666.17,Credit,UPI,US,normal,0.2108675481700678,False,True,True
TXN1235390,ACC117982,2025-08-12,57630.22,Credit,Cheque,IN,high_risk,0.6723325157671525,False,True,True
TXN1065207,ACC113851,2025-02-20,57436.81,Debit,IMPS,SG,high_risk,1.1066161208596816,False,True,True
TXN1082199,ACC114560,2025-07-06,57399.04,Credit,UPI,IN,watchlist,1.4213335958859956,False,True,True
TXN1006209,ACC104294,2025-07-21,57380.11,Debit,RTGS,IN,watchlist,1.4091278266035159,False,True,True
TXN1162660,ACC113657,2025-02-19,57371.17,Debit,UPI,IN,watchlist,1.7607311282724305,False,True,True
TXN1079538,ACC102183,2025-06-11,57324.48,Credit,RTGS,IN,watchlist,1.553291045940578,False,True,True
TXN1072796,ACC115010,2025-08-23,57273.36,Credit,UPI,IN,high_risk,1.3665286100023029,False,True,True
TXN1070118,ACC110066,2025-10-25,57260.04,Credit,Cash Deposit,IN,high_risk,2.3352306543284227,False,True,True
TXN1251509,ACC112152,2025-05-17,57259.61,Debit,IMPS,IN,watchlist,1.7706271368166084,False,True,True
TXN1136388,ACC107136,2025-10-14,57241.29,Debit,IMPS,IN,high_risk,2.263724447542163,False,True,True
TXN1142344,ACC114268,2025-12-24,57152.44,Credit,Wire Transfer,IN,high_risk,0.5385323180679298,False,True,True
TXN1126979,ACC105275,2025-12-10,57135.56,Debit,UPI,IN,high_risk,0.19498816077656306,False,True,True
TXN1126652,ACC102233,2025-12-25,57112.32,Debit,Wire Transfer,IN,watchlist,2.2828346733293188,False,True,True
TXN1066001,ACC107685,2025-01-08,56966.36,Debit,UPI,IN,watchlist,1.8996641780272787,False,True,True
TXN1059285,ACC110632,2025-11-22,56940.3,Credit,NEFT,IN,high_risk,1.3010714020748295,False,True,True
TXN1140093,ACC100650,2025-08-13,56940.04,Credit,NEFT,HK,watchlist,2.719916191239017,False,True,True
TXN1215576,ACC106008,2025-05-04,56921.18,Credit,IMPS,IN,watchlist,1.9996251539110266,False,True,True
TXN1031085,ACC115849,2025-03-04,56901.9,Debit,UPI,IN,watchlist,0.4565548787954238,False,True,True
TXN1061999,ACC110358,2025-01-20,56782.95,Credit,Cash Deposit,IN,high_risk,1.5214016066216924,False,True,True
TXN1039454,ACC101507,2025-08-27,56764.68,Credit,NEFT,IN,watchlist,1.7661545920250585,False,True,True
TXN1118904,ACC107485,2025-12-12,56685.67,Debit,Cheque,IN,high_risk,1.9399503494860018,False,True,True
TXN1081884,ACC106673,2025-10-01,56672.8,Credit,Wire Transfer,IN,high_risk,1.0405244761701358,False,True,True
TXN1229944,ACC108807,2025-11-24,56538.36,Credit,RTGS,SG,high_risk,1.3232940068865786,False,True,True
TXN1228557,ACC105776,2025-06-13,56417.06,Credit,IMPS,IN,high_risk,1.6600502488731312,False,True,True
TXN1136301,ACC101215,2025-09-20,56408.32,Debit,NEFT,IN,watchlist,2.967880636286856,False,True,True
TXN1238210,ACC106088,2025-10-17,56217.53,Debit,Cheque,IN,high_risk,0.5849656227709937,False,True,True
TXN1044900,ACC110632,2025-08-26,56199.74,Debit,IMPS,GB,high_risk,1.2731349872530742,False,True,True
TXN1139823,ACC113832,2025-05-17,56144.57,Credit,NEFT,IN,high_risk,1.326914142830377,False,True,True
TXN1184678,ACC108381,2025-06-01,56118.58,Credit,NEFT,IN,high_risk,0.41824361390324993,False,True,True
TXN1212166,ACC116930,2025-06-06,55893.99,Debit,IMPS,IN,high_risk,0.8475708991939297,False,True,True
TXN1023087,ACC105132,2025-01-28,55783.43,Credit,NEFT,IN,high_risk,-0.04186026538573905,False,True,True
TXN1141740,ACC112238,2025-10-05,55764.1,Debit,IMPS,IN,watchlist,3.6454431084322283,False,True,True
TXN1124519,ACC101520,2025-08-30,55749.08,Credit,IMPS,GB,watchlist,1.2819661168155965,False,True,True
TXN1023091,ACC114727,2025-12-23,55698.9,Credit,RTGS,IN,high_risk,0.8485239559446305,False,True,True
TXN1107434,ACC103582,2025-04-06,55676.27,Debit,IMPS,IN,watchlist,3.238700336685796,False,True,True
TXN1181324,ACC104466,2025-12-21,55661.42,Credit,IMPS,IN,watchlist,2.73299852277988,False,True,True
TXN1003007,ACC117230,2025-12-06,55655.36,Debit,Cheque,IN,watchlist,1.781445612076522,False,True,True
TXN1098571,ACC112705,2025-11-07,55638.71,Debit,NEFT,IN,watchlist,1.6729423763284756,False,True,True
TXN1084385,ACC109131,2025-06-24,55585.5,Debit,NEFT,IN,watchlist,1.1322637688547543,False,True,True
TXN1041005,ACC108723,2025-09-26,55568.58,Debit,RTGS,IN,high_risk,0.8880906132486139,False,True,True
TXN1001322,ACC101001,2025-10-29,55566.18,Credit,IMPS,IN,high_risk,-0.04130038322561969,False,True,True
TXN1202193,ACC117999,2025-01-10,55504.51,Credit,NEFT,IN,watchlist,2.235204481818152,False,True,True
TXN1132568,ACC113832,2025-04-04,55454.77,Debit,RTGS,IN,high_risk,1.3003721752023336,False,True,True
TXN1092792,ACC111004,2025-05-20,55418.79,Debit,UPI,IN,watchlist,1.4911919990485734,False,True,True
TXN1209786,ACC108670,2025-09-16,55407.15,Credit,UPI,IN,watchlist,2.3203018162904687,False,True,True
TXN1196522,ACC100955,2025-08-26,55342.61,Debit,UPI,IN,high_risk,0.4502252346440306,False,True,True
TXN1035108,ACC111004,2025-02-03,55235.74,Debit,RTGS,IN,watchlist,1.483097587896466,False,True,True
TXN1038774,ACC102468,2025-08-31,55183.23,Credit,UPI,IN,high_risk,0.1998308706988421,False,True,True
TXN1223917,ACC106985,2025-02-26,55177.46,Credit,UPI,IN,high_risk,3.1718832616625923,False,True,True
TXN1130593,ACC108381,2025-09-24,55130.52,Credit,NEFT,IN,high_risk,0.39199715788143563,False,True,True
TXN1068914,ACC103564,2025-02-19,55124.46,Debit,IMPS,IN,watchlist,2.361095852774164,False,True,True
TXN1241758,ACC109183,2025-05-16,55057.45,Debit,UPI,IN,high_risk,1.5416400732118445,False,True,True
